X,Y,FID,LICENSEE,CALLSIGN,LOCNUM,LAT_DMS,LATDIR,LON_DMS,LONDIR,LOCADD,LOCCITY,LOCCOUNTY,LOCSTATE,NEPA,QZONE,TOWREG,SUPSTRUC,ALLSTRUC,STRUCTYPE,LIC_ID
-97.2639073686301,26.81000452838634,3687,"TEAM RADIO, LLC",KEH388,2,"26,48,36",N,"97,15,50",W, ,BLACKWELL,KAY,OK, , , ,0,0, ,1107172
-95.7844077549139,39.092806912209248,3688,"NVT TOPEKA LICENSEE, LLC",KJR570,1,"39,5,34",N,"95,47,4",W, ,TOPEKA,SHAWNEE,KS, , , ,0,0, ,1110533
-95.67890746011112,36.026706388089387,3689,NEWPORT TELEVISION LICENSE LLC,WSM798,2,"36,1,36",N,"95,40,44",W, ,COWETA,WAGONER,OK, , , ,0,0, ,1146222
-96.866907536553526,32.680005715091738,3690,"Metro Networks Communications, Inc.",KPE926,2,"32,40,48",N,"96,52,1",W, , ,DALLAS,TX, , , ,0,0, ,1118833
-95.675507458902061,36.02080638760475,3691,"GRIFFIN LICENSING, L.L.C.",WPMS737,1,"36,1,15",N,"95,40,32",W,1.8 MI E,ONETA,WAGONER,OK,N, , ,561,561, ,1145790
-97.490307890496695,35.562506213491019,3692,OHIO/OKLAHOMA HEARST  TELEVISION INC.,KPH911,1,"35,33,45",N,"97,29,25",W, ,OKLAHOMA CITY,OKLAHOMA,OK,N, , ,476,476, ,1120410
-96.770808133888238,40.257807040462573,3693,"SIEBERT BROADCASTING, INC.",KEH395,1,"40,15,28",N,"96,46,15",W,SHERMAN AND MARY STS,BEATRICE, , ,N, , ,0,0, ,1107177
-97.000307506386264,31.569205497135997,3694,AMERICAN BROADCASTING OF TEXAS,KPE939,1,"31,34,9",N,"97,0,1",W,ON COUNTY RD TO ELK-6 MI E OF WACO,WACO-MARLIN,MCLENNAN,TX,N, , ,18,18, ,1118845
-95.950808026169454,41.256907250569206,3695,CAPSTAR TX LLC,KJU392,2,"41,15,25",N,"95,57,3",W,2615 FARNAM,OMAHA,DOUGLAS,NE,N, , ,0,0, ,1110581
-97.484407890911413,35.589406218322367,3696,"LOCAL TV OKLAHOMA LICENSE, LLC",WPMS747,1,"35,35,22",N,"97,29,4",W,11901 NORTH EASTERN AVE,OKLAHOMA CITY,OKLAHOMA,OK,N, ,N/A,2,2, ,1145792
-94.200807694219691,42.48920755598396,3697,IOWA CENTRAL COMMUNITY COLLEGE,KB97319,1,"42,29,21",N,"94,12,3",W, , , ,IA, , , ,0,0, ,1104607
-96.001908024635611,41.119707226007726,3698,CAPSTAR TX LLC,KJV726,1,"41,7,11",N,"96,0,7",W,2 MI S 2 MI E OF PAPILLION,OMAHA,DOUGLAS,NE,N, , ,0,0, ,1110588
-97.387808174707459,39.104406817620593,3699,HUTCHINSON COMMUNITY COLLEGE,KPH949,1,"39,6,16",N,"97,23,16",W, ,MANCHESTER,DICKINSON,KS,N, , ,245,245, ,1120441
-97.484407890911413,35.589406218322367,3700,"LOCAL TV OKLAHOMA LICENSE, LLC",WPMU567,1,"35,35,22",N,"97,29,4",W,11901 N EASTERN AVE,OKLAHOMA CITY,OKLAHOMA,OK,N, ,1057883,486,486,TOWER,1145804
-94.936706877020683,29.417505140649759,3701,"HISPANIC BROADCASTING, INC.",WXV520,1,"29,25,3",N,"94,56,12",W,N OF HWY 146 W OF LOGAN AVE,TEXAS CITY, ,TX,N, , ,0,0, ,1146238
-94.678907128461162,35.070806263598229,3702,KHBS HEARST TELEVISION INC.,KPE950,1,"35,4,15",N,"94,40,44",W,CAVANAL MOUNTAIN,POTEAU,LE FLORE,OK,N, ,1038229,55.3,72.3,TOWER,1118853
-96.770808133888238,40.257807040462573,3703,"SIEBERT BROADCASTING, INC.",KEH395,2,"40,15,28",N,"96,46,15",W, ,BEATRICE,GAGE,NE, , , ,0,0, ,1107177
-96.385008294896863,42.534207417038715,3704,"POWELL BROADCASTING COMPANY, L.L.C.",WPMW511,1,"42,32,3",N,"96,23,6",W, ,Sioux City,WOODBURY,IA,N, , ,0,0, ,1145828
-95.990508037615825,41.265007249085329,3705,CAPSTAR TX LLC,KJV727,1,"41,15,54",N,"95,59,26",W, ,OMAHA,DOUGLAS,NE,N, , ,0,0, ,1110589
-96.729708518333439,43.550307542359228,3706,CUMULUS LICENSING LLC,KEH480,1,"43,33,1",N,"96,43,47",W,5TH ST & N DAKOTA AVE,SIOUX FALLS, ,SD,N, , ,0,0, ,1107210
-94.385607074706684,35.401906338306901,3707,KHBS HEARST TELEVISION INC.,KPE951,1,"35,24,7",N,"94,23,8",W,2415 N ALBERT PIKE,FORT SMITH,SEBASTIAN,AR,N, , ,8,8, ,1118854
-95.547207093832299,30.719405384850688,3708,SAM HOUSTON STATE UNIVERSITY,KB97323,1,"30,43,10",N,"95,32,50",W, , , ,TX, , , ,0,0, ,1104609
-96.684708497199324,43.479407535529383,3709,CUMULUS LICENSING LLC,KEH482,1,"43,28,46",N,"96,41,5",W,SRINGDALE TOWNSHIP SW,SIOUX FALLS, ,SD,N, , ,0,0, ,1107211
-95.386707006523125,29.743305193080239,3710,AMFM TEXAS LICENSES LLC,KPE959,1,"29,44,36",N,"95,23,12",W,510 LOVETT BLVD,HOUSTON,HARRIS,TX,N, , ,30,30, ,1118862
-96.190307474910014,34.418906071158283,3711,THE RAFTT CORPORATION,KJX811,1,"34,25,8",N,"96,11,25",W, ,ATOKA,ATOKA,OK,N, , ,0,0, ,1110625
-97.588108412073481,40.841707080117715,3712,MWB BROADCASTING LLC,WPNR950,1,"40,50,30",N,"97,35,17",W, , ,YORK,NE, , , ,0,0, ,1145856
-94.936706877020683,29.417505140649759,3713,"HISPANIC BROADCASTING, INC.",WXV520,2,"29,25,3",N,"94,56,12",W, ,TEXAS CITY, ,TX, , , ,0,0, ,1146238
-94.816107337383698,37.312206662007895,3714,PITTSBURG STATE UNIVERSITY,KPH955,1,"37,18,44",N,"94,48,58",W,2 MI W HWY 103,WEIR, ,KS,N, , ,321,321, ,1120447
-95.941707585836355,36.741706501054246,3715,"SOUTH CENTRAL OKLAHOMA CHRISTIAN BROADCASTING, INC.",WPNW419,1,"36,44,30",N,"95,56,30",W, , ,WASHINGTON,OK, , , ,0,0, ,1145870
-96.573307307086509,29.700805144242047,3716,"M&M BROADCASTERS, LTD.",KK4792,1,"29,42,3",N,"96,34,24",W, , ,COLORADO,TX, , , ,0,0, ,1110861
-95.375007004769429,29.75830519682745,3717,AMFM TEXAS LICENSES LLC,KPE960,1,"29,45,30",N,"95,22,30",W,1000 LOUISIANA ST,HOUSTON,HARRIS,TX,N, , ,304,304, ,1118863
-94.385307187676531,36.876106606934393,3718,AMERICAN MEDIA INVESTMENTS INC.,KEH487,1,"36,52,34",N,"94,23,7",W,0.4 MI W OF CITY LIMITS OF,NEOSHO,NEWTON,MO,N, , ,0,0, ,1107213
-97.399407580095726,31.06560538428112,3719,CUMULUS LICENSING LLC,KB97357,1,"31,3,56",N,"97,23,58",W, ,TEMPLE,BELL,TX, , , ,0,0, ,1104631
-94.780306865469413,30.069205280699165,3720,TRINITY RIVER VALLEY BROADCASTING CO,KK4807,1,"30,4,9",N,"94,46,49",W, ,LIBERTY,LIBERTY,TX, , , ,0,0, ,1110866
-95.367507002446189,29.75830519682745,3721,AMFM TEXAS LICENSES LLC,KPE961,1,"29,45,30",N,"95,22,3",W,1000 LOUISIANA ST,HOUSTON,HARRIS,TX,N, , ,304,304, ,1118864
-94.435307086852561,35.388606333815289,3722,CAPSTAR TX LLC,KEH519,2,"35,23,19",N,"94,26,7",W, ,FORT SMITH, , ,N, , ,0,0, ,1107221
-96.415308297340005,42.494207408844886,3723,"AMFM RADIO LICENSES, L.L.C.",WPNY426,1,"42,29,39",N,"96,24,55",W, , ,WOODBURY,IA, , , ,0,0, ,1145873
-96.673908163730744,40.769407127437027,3724,"THREE EAGLES OF LINCOLN, INC.",KPH986,1,"40,46,10",N,"96,40,26",W,3201 PIONERS BLVD,LINCOLN,LANCASTER,NE,N, , ,21,21, ,1120474
-94.362808208631861,45.976908057361015,3725,LITTLE FALLS RADIO CORPORATION,KK7829,1,"45,58,37",N,"94,21,46",W, , ,MORRISON,MN, , , ,0,0, ,1111050
-95.976107544427592,36.10970638813933,3726,"SCRIPPS MEDIA, INC.",WYR233,1,"36,6,35",N,"95,58,34",W,3701 S PEORIA AVE,TULSA,TULSA,OK,N, , ,56,56, ,1146278
-95.501107028266688,29.556905150652245,3727,"POST-NEWSWEEK STATIONS, HOUSTON, INC.",KEN991,2,"29,33,25",N,"95,30,4",W,1.6 MILES S OF FARM RD 3101 SENIO,SUGARLAND,FORT BEND,TX,N, , ,0,0, ,1107346
-96.295007394675523,32.738605750954719,3728,"MOHNKERN ELECTRONICS, INC.",WPOY249,1,"32,44,19",N,"96,17,42",W, , ,KAUFMAN,TX, , , ,0,0, ,1145883
-97.325307635239142,32.395005642096741,3729,SOUTHWESTERN ADVENTIST UNIVERSITY,KB97380,1,"32,23,42",N,"97,19,31",W, ,KEENE,JOHNSON,TX, , , ,0,0, ,1104651
-95.367507002446189,29.75830519682745,3730,"KHOU-TV, INC.",KPF243,1,"29,45,30",N,"95,22,3",W,1000 LOUISIANA ST,HOUSTON,HARRIS,TX,N, , ,305,305, ,1118927
-94.470307099193235,35.432806340540253,3731,"FRED HESTWOOD BAKER LIVING TRUST, FRED H. BAKER, TRUSTEE",KKN694,1,"35,25,58",N,"94,28,13",W,TRACT IN SECTION 17 TOWNSHIP 11N  RANGE 27E 3 MI NW MOFFET OK,MOFFET,SEQUOYAH,OK,N, , ,0,0, ,1111262
-95.675507458902061,36.02080638760475,3732,"LESEA BROADCASTING OF TULSA, INC.",KPI931,1,"36,1,15",N,"95,40,32",W,20 MI ESE,TULSA,WAGONER,OK,N, ,1011355,122,342.5,TOWER,1120497
-95.527507040617422,29.690005177696833,3733,"POST-NEWSWEEK STATIONS, HOUSTON, INC.",KEN991,3,"29,41,24",N,"95,31,39",W, ,HOUSTON, , ,N, , ,0,0, ,1107346
-97.414409002973059,45.614207778166474,3734,LAKE REGION NEWS CORP.,KPF247,1,"45,36,51",N,"97,24,52",W,0.25 MI SE OF EDEN,EDEN,MARSHALL,SD,N, , ,152,152, ,1118930
-97.003607376179446,28.805304947965055,3735,"VICTORIA RADIOWORKS, LLC",WPOZ456,1,"28,48,19",N,"97,0,13",W, , ,VICTORIA,TX, , , ,0,0, ,1145888
-95.098007315085511,36.116706433954768,3736,"CLEAR CHANNEL BROADCASTING LICENSES, INC.",KB97405,1,"36,7,0",N,"95,5,53",W, ,TULSA, ,OK, , , ,0,0, ,1104667
-96.803907526211333,32.782505737549791,3737,"NW COMMUNICATIONS OF TEXAS, INC.",KEP751,1,"32,46,57",N,"96,48,14",W,400 N GRIFFIN ST,DALLAS,DALLAS,TX,N, , ,0,0, ,1107368
-97.336108027163689,37.686106587149311,3738,"ENTERCOM WICHITA LICENSE, LLC",WPPA358,1,"37,41,10",N,"97,20,10",W, , ,SEDGWICK,KS, , , ,0,0, ,1145889
-95.461407025813571,29.736705189093243,3739,"Metro Networks Communications, Inc.",KPF254,1,"29,44,12",N,"95,27,41",W,2800 POST OAK BLVD 39TH FLR,HOUSTON,HARRIS,TX,N, ,N/A,275.8,275.8,B,1118937
-95.313907103629901,32.061105660397963,3740,ACCESS.1 TEXAS LICENSE COMPANY LLC,KPI971,1,"32,3,40",N,"95,18,50",W,1.9 MI W./ HWY 855,MT. SELMAN,CHEROKEE,TX,N, , ,447,447, ,1120507
-94.582507432272166,39.070806978659157,3741,"CMP HOUSTON-KC, LLC",KKN754,1,"39,4,15",N,"94,34,57",W,125 E 31ST ST,KANSAS CITY, ,MO,N, , ,0,0, ,1111286
-95.098007321380749,36.196106447854326,3742,"SCRIPPS MEDIA, INC.",WYR234,1,"36,11,46",N,"95,5,53",W,6.5 MI NW OF TULSA,TULSA,OSAGE,OK,N, , ,358,358, ,1146279
-96.803907526211333,32.782505737549791,3743,"NW COMMUNICATIONS OF TEXAS, INC.",KEP751,2,"32,46,57",N,"96,48,14",W, , ,DALLAS,TX, , , ,0,0, ,1107368
-95.174406951419655,29.710605193275118,3744,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC",KB97453,1,"29,42,38",N,"95,10,28",W, , , , , , , ,0,0, ,1104693
-95.510307030744855,29.576405155073871,3745,"Metro Networks Communications, Inc.",KPF254,3,"29,34,35",N,"95,30,37",W,4110 MCHARD (FM 2234) ROAD,MISSOURI CITY,HARRIS,TX,N, ,1050005,358.5,600.7,TOWER,1118937
-97.336108027163689,37.686106587149311,3746,"ENTERCOM WICHITA LICENSE, LLC",WPPA361,1,"37,41,10",N,"97,20,10",W, , ,SEDGWICK,KS, , , ,0,0, ,1145890
-97.489207890131979,35.568606214205488,3747,"LOCAL TV OKLAHOMA LICENSE, LLC",KKP837,1,"35,34,7",N,"97,29,21",W,1401 E. BRITTON RD,OKLAHOMA CITY,OKLAHOMA,OK,N, ,1043710,459.9,488.3,TOWER,1111322
-95.006408540821425,46.928108137780384,3748,DE LA HUNT BROADCASTING CORPORATION,KPI998,1,"46,55,41",N,"95,0,23",W,HWY 34 E. PK RAPIDS,PARK RAPIDS,HUBBARD,MN,N, , ,140,140, ,1120517
-96.976407558062306,32.588105693123275,3749,"NW COMMUNICATIONS OF TEXAS, INC.",KEQ756,1,"32,35,17",N,"96,58,35",W,JUNCTION OF BELTLINE & MANSFIELD,CEDAR HILL,DALLAS,TX,N, , ,0,0, ,1107371
-96.350007294201248,30.647205341453404,3750,"BRAZOS VALLEY COMMUNICATIONS, LTD.",KKQ808,1,"30,38,50",N,"96,21,0",W, ,BRYAN,BRAZOS,TX,N, , ,0,0, ,1111327
-95.440507022481086,29.782505199455446,3751,"Metro Networks Communications, Inc.",KPF254,4,"29,46,57",N,"95,26,26",W,6922 Old Katy Road,Houston,HARRIS,TX,N, , ,17.4,18.5,BANT,1118937
-97.446908364929072,40.752507074741722,3752,MWB BROADCASTING LLC,WPPB666,1,"40,45,9",N,"97,26,49",W,9.4 KM WSW,CORDOVA,YORK,NE,N, ,1027741,305,305,TOWER,1145901
-94.582507435869445,39.103306983630425,3753,WILKS LICENSE COMPANY-KANSAS CITY LLC,KB97976,1,"39,6,12",N,"94,34,57",W, ,KANSAS CITY, ,MO, , , ,0,0, ,1104725
-95.233607595913796,38.963306922576457,3754,"GREAT PLAINS MEDIA, INC.",KET698,1,"38,57,48",N,"95,14,1",W,111 EAST 11TH ST,LAWRENCE,DOUGLAS,KS,N, , ,0,0, ,1107382
-97.335308027143697,37.690006588033661,3755,"ENTERCOM WICHITA LICENSE, LLC",WYR258,1,"37,41,24",N,"97,20,7",W,257 N. BROADWAY,WICHITA,SEDGWICK,KS,N, , ,29,29, ,1146299
-94.506907407450868,39.015806973013461,3756,WILKS LICENSE COMPANY-KANSAS CITY LLC,KPJ213,1,"39,0,57",N,"94,30,25",W,6621 E 58TH ST TER N SIDE OF 63RD ST .58 MI WNW OF I435 & 63,KANSAS CITY,JACKSON,MO,N, ,1003006,317.6,335.2,TOWER,1120530
-95.300507117009843,32.353305718284332,3757,"GLEISER COMMUNICATIONS, LLC",KKR652,1,"32,21,12",N,"95,18,2",W, ,TYLER,SMITH,TX,N, , ,0,0, ,1111340
-95.510007031299438,29.576105154729134,3758,"Metro Networks Communications, Inc.",KPF258,1,"29,34,34",N,"95,30,36",W,1000 LOUISIANA ST,HOUSTON,HARRIS,TX,N, , ,585,0,TOWER,1118941
-96.801709012061224,46.717807971660584,3759,"RADIO FARGO-MOORHEAD, INC.",KEU492,1,"46,43,4",N,"96,48,6",W,9 MI S OF FARGO ON CASS CO HWY 81,FARGO,CASS,ND,N, , ,0,0, ,1107384
-95.132808216625847,44.542207799050736,3760,"THREE EAGLES OF LUVERNE, INC.",WPPE478,1,"44,32,32",N,"95,7,58",W, , ,REDWOOD,MN, , , ,0,0, ,1145909
-96.098007369744266,33.167505840921869,3761,"HUNT COUNTY RADIO, LLC",KKR900,1,"33,10,3",N,"96,5,53",W,1517 WOLFE CITY DR,GREENVILLE, , ,N, ,N/A,18,21,TOWER,1111343
-95.708007564597381,37.222506597601459,3762,"TALLGRASS BROADCASTING, LLC",KB98137,1,"37,13,21",N,"95,42,29",W, ,INDEPENDENCE,MONTGOMERY,KS, , , ,0,0, ,1104755
-96.793609035128839,46.869707991530611,3763,"RADIO FARGO-MOORHEAD, INC.",KEU493,1,"46,52,11",N,"96,47,37",W, ,FARGO,CASS,ND,N, , ,0,0, ,1107385
-95.59830822004831,43.619507631771839,3764,NOBLES BROADCASTING COMPANY LTD,WPPE485,1,"43,37,10",N,"95,35,54",W, , ,NOBLES,MN, , , ,0,0, ,1145910
-96.969707556658349,32.589405693717815,3765,AMFM TEXAS LICENSES LLC,KPF275,1,"32,35,22",N,"96,58,11",W,BELT LINE RD 0.8MI W CEDAR HILL RD,CEDAR HILL, ,TX,N, , ,466,466, ,1118955
-97.455007633195692,31.794505522212138,3766,"WACO ENTERTAINMENT GROUP, LLC",KPJ234,1,"31,47,40",N,"97,27,18",W,1.2 MI. N. OF HWY                       56,CLIFTON,BOSQUE,TX,N, , ,152,152, ,1120550
-96.107507369869211,33.131405833612398,3767,"HUNT COUNTY RADIO, LLC",KKR900,2,"33,7,53",N,"96,6,27",W, ,GREENVILLE,HUNT,TX, , , ,0,0, ,1111343
-95.59830822004831,43.619507631771839,3768,"ABSOLUTE COMMUNICATIONS II, L.L.C.",WPPE488,1,"43,37,10",N,"95,35,54",W, , ,NOBLES,MN, , , ,0,0, ,1145911
-96.965307459871326,30.846705357566229,3769,"M&M BROADCASTERS, LTD.",KEW209,1,"30,50,48",N,"96,57,55",W,901 EAST 1ST ST,CAMERON, , ,N, , ,0,0, ,1107401
-95.703107388994781,34.987006198777117,3770,"SOUTHEASTERN OKLAHOMA RADIO, LLC",KPF282,1,"34,59,13",N,"95,42,11",W,AT KMCO NEW FM,MCALESTER,PITTSBURG,OK,N, , ,0,0, ,1118962
-97.076407363608894,28.001104781060864,3771,"CONVERGENT BROADCASTING CORPUS CHRISTI, LP",KB98164,1,"28,0,4",N,"97,4,35",W, , , ,TX, , , ,0,0, ,1104761
-95.440807020127863,29.72940518789914,3772,CBS RADIO TEXAS INC.,KKT299,2,"29,43,46",N,"95,26,27",W,24 E GREENWAY PLAZA,HOUSTON,HARRIS,TX,N, , ,100,100,B,1111351
-95.59830822004831,43.619507631771839,3773,"ABSOLUTE COMMUNICATIONS II, L.L.C.",WPPE491,1,"43,37,10",N,"95,35,54",W, , ,NOBLES,MN, , , ,0,0, ,1145912
-96.965307459871326,30.846705357566229,3774,"M&M BROADCASTERS, LTD.",KEW209,2,"30,50,48",N,"96,57,55",W, ,CAMERON,MILAM,TX, , , ,0,0, ,1107401
-96.098307582329028,36.196106396592988,3775,"COX RADIO, INC.",KPF303,1,"36,11,46",N,"96,5,54",W,"ON HWY 97, 3 MI N. OF SAND SPRINGS",NR SAND SPRINGS,OSAGE,OK,N, , ,358,358, ,1118979
-95.510007031299438,29.576105154729134,3776,CBS RADIO TEXAS INC.,KPJ256,1,"29,34,34",N,"95,30,36",W,4110 MCHARD RD,MISSOURI CITY,FORT BEND,TX,N, , ,601,601, ,1120569
-97.497207891231142,35.549506210243457,3777,"GRIFFIN LICENSING, L.L.C.",KKU558,1,"35,32,58",N,"97,29,50",W,7401 N KELLEY AVE,OKLAHOMA CITY,OKLAHOMA,OK,N, ,1010943,450,480.5,TOWER,1111359
-96.357507296524489,30.645605340514116,3778,"CC LICENSES, LLC",KC23199,1,"30,38,44",N,"96,21,27",W, ,BRYAN,BRAZOS,TX,N, , ,0,0, ,1104838
-96.81190753000844,32.802505740747385,3779,"KLIF LICO, INC.",KFA905,1,"32,48,9",N,"96,48,43",W,3500 MAPLE AVE,DALLAS,DALLAS,TX,N, ,N/A,73,78,B,1107829
-97.126407697157447,34.172805981710717,3780,"LKCM RADIO LICENSES, L.P.",KKV223,1,"34,10,22",N,"97,7,35",W,114-116 NORTH WASHINGTON,ARDMORE, , ,N, , ,0,0, ,1111364
-97.142207699126004,34.142505974770984,3781,"GRAY TELEVISION LICENSEE, LLC",KPF306,1,"34,8,33",N,"97,8,32",W,2624 S COMMERCE,ARDMORE,CARTER,OK,N, , ,22,22, ,1118981
-95.414407031159499,30.115605268368483,3782,KSBJ EDUCATIONAL FOUNDATION,WPPF366,1,"30,6,56",N,"95,24,52",W,29327 S PLUM CREEK,SPRING,MONTGOMERY,TX,N, ,1049620,140,140,TOWER,1145921
-95.386407007077651,29.744205193215116,3783,CBS RADIO TEXAS INC.,KPJ256,2,"29,44,39",N,"95,23,11",W, , ,FORT BEND,TX, , , ,0,0, ,1120569
-96.793907523713187,32.785805738643994,3784,"KLIF LICO, INC.",KFA905,2,"32,47,9",N,"96,47,38",W, , ,DALLAS,TX, , , ,0,0, ,1107829
-97.126407697157447,34.172805981710717,3785,"LKCM RADIO LICENSES, L.P.",KKV223,2,"34,10,22",N,"97,7,35",W, ,ARDMORE,CARTER,OK, , , ,0,0, ,1111364
-96.874207546740877,32.827205743050619,3786,"Metro Networks Communications, Inc.",KPF309,1,"32,49,38",N,"96,52,27",W,8585 STEMMONS FREEWAY NORTH TOWER ROOF,DALLAS,DALLAS,TX,N, ,N/A,38,42,B,1118984
-95.250006983435526,29.995805249412793,3787,KSBJ EDUCATIONAL FOUNDATION,WPPF370,1,"29,59,45",N,"95,15,0",W, , ,HARRIS,TX, , , ,0,0, ,1145922
-95.386707006523125,29.743305193080239,3788,AMFM TEXAS LICENSES LLC,KC23577,1,"29,44,36",N,"95,23,12",W, ,HOUSTON,HARRIS,TX, , , ,0,0, ,1104865
-97.408307438337602,27.798904730369085,3789,"MALKAN INTERACTIVE COMMUNICATIONS, L.L.C.",KFD699,1,"27,47,56",N,"97,24,30",W,1616 BUFFALO ST,CORPUS CHRISTI, ,TX,N, , ,0,0, ,1107861
-95.983308034738002,41.257807248905465,3790,"TTBG/KPTM LICENSE SUB, LLC",KPJ360,1,"41,15,28",N,"95,59,0",W,4625 FARNAM ST,OMAHA,DOUGLAS,NE,N, , ,61,61, ,1120650
-95.46110702546882,29.737505189113214,3791,"Metro Networks Communications, Inc.",KPF310,1,"29,44,15",N,"95,27,40",W,3050 POST OAK,HOUSTON, , ,N, , ,77,0, ,1118985
-97.126407697157447,34.172805981710717,3792,"LKCM RADIO LICENSES, L.P.",KKV233,1,"34,10,22",N,"97,7,35",W, ,ARDMORE,CARTER,OK,N, , ,0,0, ,1111365
-94.366708053933493,44.90640790550048,3793,"IOWA CITY BROADCASTING COMPANY, INC.",WPPX589,1,"44,54,23",N,"94,22,0",W, , ,MCLEOD,MN, , , ,0,0, ,1145952
-97.458307450828158,27.784204725167964,3794,"MALKAN INTERACTIVE COMMUNICATIONS, L.L.C.",KFD904,1,"27,47,3",N,"97,27,30",W,5201 AGNES,CORPUS CHRISTI, ,TX,N, , ,0,0, ,1107865
-96.800509030467367,46.830607986169696,3795,"MONTEREY LICENSES, LLC",KC23582,1,"46,49,50",N,"96,48,2",W, ,FARO,CASS,ND, , , ,0,0, ,1104868
-97.075807827868928,36.121706332681178,3796,"STILLWATER BROADCASTING, LLC",KKV295,1,"36,7,18",N,"97,4,33",W,215 9TH ST,STILLWATER, , ,N, , ,0,0, ,1111366
-97.496907890886405,35.549506210243457,3797,"GRIFFIN LICENSING, L.L.C.",KPF322,1,"35,32,58",N,"97,29,49",W,7401 N KELLEY,OKLAHOMA CITY,OKLAHOMA,OK,N, , ,479,479, ,1118997
-95.460007051184448,30.309705306155017,3798,"DAIJ MEDIA, LLC",KPJ456,1,"30,18,35",N,"95,27,36",W,402 SIMONTON STREET,CONREO,MONTGOMERY,TX,N, , ,46,46, ,1120701
-97.075807827868928,36.121706332681178,3799,"STILLWATER BROADCASTING, LLC",KKV295,2,"36,7,18",N,"97,4,33",W, ,STILLWATER, , , , , ,0,0, ,1111366
-95.501407028611425,29.56140515222603,3800,"KHOU-TV, INC.",KPF349,1,"29,33,41",N,"95,30,5",W,3111 Senior Road,Missouri City,FORT BEND,TX,N, ,1011350,562,602,TOWER,1119019
-97.499207879140272,35.387206182019717,3801,"RADIO LICENSE HOLDING CBC, LLC",WPQD336,1,"35,23,14",N,"97,29,57",W, , ,OKLAHOMA,OK, , , ,0,0, ,1145966
-96.897507553730563,32.836405743730147,3802,"DJRD BROADCASTING, LLC",KC23590,1,"32,50,11",N,"96,53,51",W, ,DALLAS,DALLAS,TX, , , ,0,0, ,1104876
-95.807807503013805,36.146906403008124,3803,JOURNAL BROADCAST CORPORATION,KFG978,1,"36,8,49",N,"95,48,28",W,15050 E 11TH ST,TULSA,TULSA,OK,N, , ,138,138, ,1107888
-94.592207433526198,39.053306974737154,3804,WILKS LICENSE COMPANY-KANSAS CITY LLC,KPF350,1,"39,3,12",N,"94,35,32",W,508 WESTPORT RD,KANSAS CITY,JACKSON,MO,N, ,N/A,0,19.8,B,1119020
-94.826108578248238,47.467208223081052,3805,"R.P. BROADCASTING, INC.",WPQH267,1,"47,28,2",N,"94,49,34",W,3516 MILL ST,BEMIDJI,BELTRAMI,MN,N, ,N/A,48,48,TOWER,1145976
-95.975807542284215,36.090006384387209,3806,RENDA BROADCASTING CORPORATION OF NEVADA,KKV726,1,"36,5,24",N,"95,58,33",W,51ST AND SOUTH PEORIA,TULSA, , ,N, , ,0,0, ,1111368
-95.460607051873907,30.31140530630989,3807,"DAIJ MEDIA, LLC",KPJ456,2,"30,18,41",N,"95,27,38",W, , ,MONTGOMERY,TX, , , ,0,0, ,1120701
-97.119408814165411,44.897507703717629,3808,"THREE EAGLES OF JOLIET, INC.",KFH431,1,"44,53,51",N,"97,7,10",W, ,WATERTOWN,CODINGTON,SD,N, , ,0,0, ,1107889
-97.010607576678296,32.747505721611773,3809,"SERVICE BROADCASTING GROUP, LLC",KC23673,1,"32,44,51",N,"97,0,38",W, , , ,TX, , , ,0,0, ,1104901
-95.975807542284215,36.090006384387209,3810,RENDA BROADCASTING CORPORATION OF NEVADA,KKV726,2,"36,5,24",N,"95,58,33",W, ,TULSA, , , , , ,0,0, ,1111368
-97.383307429394335,27.714204713077091,3811,"KIII LICENSE COMPANY, LLC",KFK825,1,"27,42,51",N,"97,23,0",W, ,CORPUS CHRISTI,NUECES,TX,N, , ,0,0, ,1107946
-97.014407816667344,36.17530634571137,3812,"RADIO LICENSE HOLDING CBC, LLC",KPF400,1,"36,10,31",N,"97,0,52",W,"COUNTY RD, 2 MI NE OF STILLWATER",STILLWATER,PAYNE,OK,N, , ,114,114, ,1119065
-95.510007031299438,29.576105154729134,3813,CBS RADIO TEXAS INC.,WQA911,1,"29,34,34",N,"95,30,36",W,4110 MCHARD RD,MISSOURI CITY,FORT BEND,TX,N, , ,601,601, ,1145993
-94.841707361405554,37.508906694688278,3814,"SAGA QUAD STATES COMMUNICATIONS, LLC",KFK933,1,"37,30,32",N,"94,50,30",W, ,PITTSBURG,CRAWFORD,KS,N, , ,0,0, ,1107954
-95.924707531227583,36.120606392571005,3815,JOURNAL BROADCAST CORPORATION,KKV936,1,"36,7,14",N,"95,55,29",W,4590 EAST 29TH ST,TULSA,TULSA,OK,N, ,N/A,43,43, ,1111371
-97.491707889407493,35.547806210088588,3816,RENDA BROADCASTING CORP. OF NEVADA,KPF419,1,"35,32,52",N,"97,29,30",W,7416 N. KELLY AVE.,OKLAHOMA CITY,OKLAHOMA,OK,N, , ,327,327, ,1119080
-95.440807020127863,29.72940518789914,3817,CBS RADIO TEXAS INC.,WQA912,1,"29,43,46",N,"95,26,27",W,24 E GREENWAY PLAZA,HOUSTON,HARRIS,TX,N, , ,100,100,B,1145994
